0,8174,2619,41993
1,28709,48846,48204
2,21830,14289,17394
3,6983,46512,48169
4,30237,47855,21969
5,44452,49581,10584
6,20858,31026,14542
7,39409,31446,38095
8,36829,17137,10044
9,37926,17824,37599
10,17750,28514,34723
11,37395,18838,39995
12,44287,7145,33895
13,33285,17780,1936
14,13730,42760,30312
15,14124,9361,6228
16,48857,14038,32267
17,18994,4175,41311
18,45527,35830,19154
19,2264,23866,17804
20,16874,5857,21568
21,29506,27565,33869
22,20792,24003,20376
23,30333,30806,20533
24,45353,7968,32444
25,27216,46214,11144
26,1807,30986,39534
27,6557,11184,46404
28,44908,27032,37708
29,4739,7277,11344
30,14753,941,29014
31,1068,46737,21191
32,11683,38897,25451
33,17909,1645,48161
34,37441,5036,34067
35,44190,47475,33554
36,3623,31975,41774
37,22044,525,11754
38,12582,39477,28171
39,35786,20166,19738
40,8244,37265,17774
41,2867,31590,20692
42,17201,24481,29636
43,13545,41990,33743
44,42401,41312,26021
45,42849,45585,18254
46,46264,5176,23550
47,31891,12101,32528
48,20793,26494,38137
49,30353,35930,42252
50,39592,41608,21989
51,48720,8048,25675
52,21054,18948,29730
53,32047,49878,31118
54,37977,44687,4505
55,29518,23225,47187
56,39011,23397,3021
57,8476,34013,23980
58,24078,31969,7239
59,15370,21938,47212
60,26728,10609,12454
61,22687,1325,34134
62,26958,674,15266
63,38877,11183,28100
64,38706,33946,4964
65,45056,18640,23686
66,18684,16774,6964
67,22424,13140,10188
68,44216,22498,29963
69,27384,12365,38224
70,19027,13321,6067
71,41773,35246,32652
72,23915,49858,8526
73,29396,43488,38777
74,28323,44275,48559
75,48498,11823,45205
76,7146,1897,5333
77,46078,20780,29259
78,48786,17288,40054
79,12708,44979,19766
80,19537,2261,28590
81,46577,15770,21097
82,40280,871,30140
83,47547,42236,18321
84,14385,38431,20450
85,42989,38087,16321
86,38439,16504,31704
87,23122,12800,17020
88,43754,25691,13621
89,45318,27324,22168
90,23540,18335,25848
91,35389,44949,30708
92,20116,28787,34572
93,25597,33637,7187
94,34395,38286,46959
95,16914,30747,10238
96,1296,41909,43220
97,27973,1012,47380
98,44065,13221,27908
99,16706,16439,23627
100,40345,36655,37242
101,32592,11828,42031
102,32229,11486,45103
103,1174,41846,31961
104,20662,1368,39546
105,23363,24271,11639
106,38653,11933,18454
107,19137,23095,1770
108,2288,36804,43914
109,31334,26112,27057
110,15614,22459,18846
111,18786,34678,10531
112,28253,13040,25256
113,9397,40180,36332
114,17254,21233,30040
115,8992,17179,19443
116,20429,23867,13351
117,8262,7139,3809
118,17364,47525,30312
119,37431,22101,24053
120,39274,33147,20733
121,42631,33119,12396
122,41385,39059,18542
123,24275,42482,29689
124,11031,3208,46268
125,39075,31718,19624
126,28735,13602,49856
127,44659,14988,11358
128,36935,8251,39916
129,47814,5410,15550
130,3320,5040,23003
131,40795,27710,1870
132,20786,7446,22611
133,36296,37096,45914
134,18365,35734,11351
135,16865,26752,45061
136,15392,48130,38875
137,43047,38307,29052
138,19677,39237,5959
139,10552,1494,13804
140,12947,15832,13718
141,26516,12748,4460
142,17545,30931,17102
143,44124,37698,32790
144,7573,19345,19223
145,48701,15248,48496
146,23641,34917,9185
147,31604,38384,22021
148,7708,14128,9799
149,16792,20892,15301
150,49011,49032,5949
151,8792,37312,43684
152,40608,22753,22804
153,28451,9856,23389
154,24027,39996,33655
155,18517,14186,18971
156,39004,33266,7645
157,49520,38627,44103
158,7306,39956,13710
159,21667,38248,47776
160,3933,21534,1680
161,45709,39269,34028
162,3622,1616,20745
163,23818,6471,28992
164,7772,4625,38744
165,10957,1448,11099
166,30913,36407,8773
167,1361,45955,32338
168,34308,39439,3183
169,6855,49894,34501
170,27211,44000,20038
171,17334,7283,47960
172,26207,26260,23674
173,32550,8186,16973
174,13010,27537,8372
175,27925,43556,45079
176,44590,6742,3693
177,45340,6095,2312
178,14549,30627,47601
179,40929,15026,24580
180,12142,47099,42055
181,36442,2989,9956
182,24115,35428,4356
183,47472,19897,31769
184,14164,20386,43375
185,11330,43815,35674
186,27437,29045,12889
187,43728,32641,42446
188,34483,2711,872
189,44335,33585,26634
190,42607,6849,15692
191,15215,47189,26012
192,4255,35606,31056
193,38041,10247,47687
194,15568,1767,649
195,38998,7601,39338
196,14762,5743,35256
197,19680,10998,6501
198,6760,39416,24344
199,28541,7771,2858
200,5219,43132,35104
201,13020,33917,5856
202,25044,41268,43639
203,11293,43361,44056
204,45818,41003,23164
205,36895,42473,19891
206,4728,4181,9198
207,23546,6033,33614
208,25588,46716,45153
209,42132,10780,45380
210,45941,23586,12543
211,34935,19914,26222
212,1544,18569,45553
213,14490,48891,47948
214,36115,48402,49119
215,3481,42585,41239
216,32949,42838,33786
217,33580,23224,44041
218,10992,25126,1226
219,20420,47226,29754
220,28651,34032,41542
221,38761,10836,22470
222,11029,39920,2525
223,28407,17669,16210
224,38379,25020,46943
225,19376,908,33556
226,12672,48376,10946
227,13366,9444,6781
228,36555,39916,29770
229,32491,49289,35947
230,29249,38072,3750
231,9295,28530,49400
232,34832,8274,21568
233,24208,22148,26742
234,26219,19016,37117
235,45697,14597,45447
236,47339,3643,41087
237,40011,31198,37792
238,7853,35256,9702
239,32103,39590,16830
240,27744,1488,14514
241,22425,45405,21970
242,48469,38443,3887
243,14355,44782,37337
244,42491,18445,25649
245,24479,19424,22292
246,22151,5688,19262
247,959,2279,42874
248,39127,9639,8129
249,12120,21404,47400
250,7340,47465,4849
251,33330,37451,28840
252,8524,16376,27140
253,28074,23885,4871
254,34307,29439,37450
255,25137,3744,14050
256,34621,17070,22810
257,28576,8046,19293
258,2594,39963,47694
259,17758,23491,42299
260,45905,20991,4036
261,20819,24561,29688
262,48137,20752,18798
263,24365,43188,31811
264,19108,2184,42127
265,46376,48496,37068
266,28814,39406,37456
267,32005,7432,24718
268,12066,38226,24933
269,3864,30459,27276
270,46451,8994,22630
271,46693,15815,37406
272,11583,39119,19546
273,43818,25050,29010
274,12488,16110,20934
275,12010,46500,11236
276,46297,42155,49345
277,32153,2650,24278
278,26052,26092,44117
279,44656,37088,13453
280,45855,4047,21064
281,15018,13930,49318
282,38919,49816,29518
283,24695,32191,28655
284,37052,47454,49022
285,11443,26142,29500
286,47223,20438,17309
287,49291,34423,12202
288,35376,24422,24329
289,16091,39981,6791
290,21522,2423,24111
291,49531,3495,36553
292,6954,1625,28161
293,25673,49207,43018
294,19893,8052,33939
295,45705,5428,14061
296,12877,10905,19618
297,44691,2459,17719
298,32852,28867,6934
299,27083,42274,17238
300,42187,35273,32707
301,22359,27389,45572
302,42130,15216,32994
303,30317,18594,48787
304,18472,11426,4315
305,31950,18883,16789
306,26956,33090,29811
307,44862,22648,38799
308,8250,40968,23207
309,38459,40635,19671
310,11835,17333,17608
311,5384,22400,48618
312,20882,33941,30423
313,2352,19076,17
314,15614,10257,24528
315,36032,7455,49776
316,29491,19144,31266
317,34641,2955,11068
318,21530,31714,34446
319,13060,12093,26421
320,42956,43661,29552
321,12557,11052,44440
322,44318,40322,34467
323,26114,5663,22384
324,33288,13825,15339
325,4259,30545,37481
326,2900,37270,32987
327,10023,17265,17072
328,32142,7045,14063
329,3656,37194,30185
330,40121,8140,3486
331,32987,9494,1745
332,35543,11792,31892
333,5520,35852,47312
334,47401,20251,13450
335,42904,37093,18498
336,38351,6233,19873
337,2277,33312,8924
338,18106,22904,46062
339,47063,42514,30343
340,38209,36795,36029
341,16336,22153,42330
342,40689,615,29109
343,9460,39295,9404
344,4358,1219,19670
345,18030,24177,33143
346,17159,1074,38828
347,44590,14343,25207
348,34536,17328,47861
349,46204,44595,16858
350,24791,15780,21221
351,48557,17300,9087
352,9822,658,10548
353,26727,49105,38189
354,17003,2037,23288
355,19234,49419,28483
356,4975,47207,49460
357,36643,46563,32108
358,18562,31305,18714
359,26912,33737,14081
360,19479,15188,33499
361,23343,42456,36272
362,6168,12071,15533
363,44307,32689,907
364,19729,17352,20576
365,42812,11748,23147
366,2673,1636,28672
367,595,18081,30132
368,33447,6060,36716
369,2100,4374,24928
370,4686,24280,41856
371,26511,8797,17339
372,28204,42096,21079
373,43708,16457,41854
374,8268,48909,22712
375,42396,20524,45675
376,36289,46427,19279
377,48096,4144,21197
378,11965,21960,23141
379,47156,2837,7351
380,26416,36784,5028
381,28938,6417,48211
382,43996,17086,40110
383,7791,41528,396
384,44720,34822,31448
385,22269,11851,48986
386,29922,31295,1677
387,15172,49433,21612
388,15982,13556,23765
389,21995,49945,1
390,30861,39648,21323
391,542,21459,5229
392,26150,30543,4266
393,11054,17803,25228
394,49394,3618,37271
395,40533,1112,48859
396,38429,48853,24242
397,2361,35605,20386
398,47089,24789,45905
399,38817,25350,26414
400,231,14721,18607
401,47718,37404,353
402,42572,3454,15374
403,46411,13880,49520
404,18463,31174,16936
405,1408,1159,3206
406,694,11707,44097
407,46881,13730,21695
408,47772,13243,12686
409,12835,44484,48548
410,29883,6530,14512
411,33975,5072,43843
412,41732,36607,34682
413,1206,44934,41456
414,38958,9795,10231
415,13644,29018,32970
416,9445,27514,13779
417,36698,37134,37099
418,15118,11314,14141
419,6458,28258,43619
420,17874,36912,37364
421,3754,11774,41033
422,5340,3982,23885
423,298,31674,28832
424,8967,34976,6234
425,41801,20969,41458
426,14904,46950,12267
427,1259,48610,45306
428,25825,3426,33967
429,42539,41714,46926
430,37201,7972,19338
431,39658,34908,1720
432,22315,15742,17717
433,13367,21539,26418
434,34534,2946,25516
435,49404,8869,40745
436,28189,32311,35278
437,27478,22919,13762
438,937,34638,10947
439,13192,15887,29206
440,25313,31501,49044
441,6249,22469,42596
442,20418,5920,31603
443,21507,17761,41541
444,15583,2812,29501
445,42650,16184,20423
446,9733,19425,47614
447,40376,7727,1389
448,15177,46078,26113
449,10602,40834,46148
450,41398,36228,15226
451,17551,28634,3724
452,38112,1186,43787
453,10376,8578,34520
454,45197,31626,5094
455,29673,39045,18477
456,37389,28116,34047
457,26960,19434,46909
458,18944,14454,1795
459,26226,34223,17907
460,9044,43419,8671
461,13875,34345,12928
462,33678,21304,18527
463,18201,40127,5664
464,7624,33538,34325
465,6013,9969,43331
466,34923,26243,34665
467,38661,49413,29737
468,25788,10798,38946
469,42235,30424,22549
470,5638,3764,34953
471,15097,28445,14717
472,23425,41926,37473
473,44842,46818,44133
474,35495,32957,38661
475,28726,26252,49242
476,23392,41993,19486
477,12491,45892,6673
478,29386,41691,12436
479,47912,46371,17685
480,10576,16414,31955
481,45614,15421,36345
482,14381,9195,49342
483,18829,14243,36198
484,28759,41461,16219
485,18940,2309,38742
486,3992,23105,19599
487,32363,33159,975
488,47771,34028,22129
489,30089,39674,34401
490,6626,32670,7077
491,26376,41233,40658
492,10355,18742,42041
493,17848,44399,37596
494,31633,23983,33136
495,32109,44808,10421
496,25640,23422,2518
497,36652,38356,8258
498,21974,39032,22454
499,23112,9134,31318
500,8202,48353,8230
501,26847,28421,23554
502,28271,24685,39741
503,39245,4226,36436
504,31137,45902,36306
505,27870,19930,29244
506,19347,1694,34862
507,3462,23440,45781
508,17291,48208,35622
509,15141,12609,47325
510,40767,14506,44980
511,48015,29913,37475
512,12900,31456,2355
513,5993,27858,15412
514,21551,35160,8038
515,40224,23118,9727
516,47593,5765,11988
517,49424,4235,1214
518,41106,9136,38176
519,26448,34644,16010
520,18440,14043,3843
521,3097,38238,30673
522,29631,5172,13500
523,19642,43803,24209
524,6475,22106,21520
525,18217,27804,934
526,19498,35822,18419
527,46088,49717,5201
528,15629,33366,32845
529,29105,31148,45472
530,2753,4432,2138
531,24267,44123,32838
532,15484,19189,13781
533,45064,36137,30961
534,32225,39343,18205
535,49408,36151,46167
536,38384,12833,3903
537,1079,43491,38750
538,35126,2878,43166
539,25918,8972,10661
540,12054,45562,44865
541,34453,49796,33468
542,11611,36879,3982
543,17298,9494,23721
544,23542,32585,7986
545,7820,18955,30417
546,34027,42358,33964
547,42799,47303,16375
548,1450,16511,27270
549,48301,35742,37246
550,39660,25861,36841
551,48335,40846,10437
552,29427,6841,424
553,4474,47870,3265
554,14514,29870,11849
555,46959,29716,13922
556,20487,2788,36
557,49489,48197,15282
558,13247,37584,2673
559,23492,282,42548
560,13675,4404,32914
561,7844,38972,5146
562,24525,10415,7007
563,26393,25852,37987
564,26974,45481,17556
565,7990,32442,42303
566,125,16181,37285
567,34418,20978,24530
568,17463,9124,25780
569,11683,226,33072
570,40355,11833,42794
571,20767,21829,6718
572,3913,47315,48552
573,15901,39043,10469
574,13031,20439,30666
575,33621,40425,46618
576,44841,45926,31578
577,20362,44769,49391
578,45053,37526,36845
579,37477,41685,6442
580,14085,38412,37873
581,43785,18829,42059
582,45779,25508,4164
583,49815,2309,37900
584,30683,16205,36473
585,37951,26532,24384
586,13827,17985,14561
587,40518,20621,13515
588,39773,8727,1088
589,26932,46952,47006
590,25229,37698,48893
591,41840,11543,23600
592,29933,18689,29982
593,28344,46261,12656
594,37076,45002,4307
595,18496,38555,28733
596,46626,30033,9988
597,6227,7055,31165
598,48096,4554,37088
599,31569,32009,12727
600,45885,35401,32225
601,15764,18119,46690
602,37034,3392,11289
603,24952,5313,4703
